Text,Text_Clean,Sentiment,Platform,Timestamp,User,Hashtags,Likes,Retweets,Country,Text_Length,Word_Count,Year,Month,Day,Hour,Date
Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor,embarked on a diy home decor project lets hope it turns out better than last time diyadventure teenhomedecor,Excitement,Instagram,2023-06-08 16:00:00,HomeDecorator,#DIYGoals #TeenCreative,70.0,35.0,UK,113,18,2023,6,8,16,2023-06-08
"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover",spent the afternoon at a museum pretending to be cultured art enthusiast in the making museumday teenartlover,Curiosity,Facebook,2023-06-09 14:00:00,ArtExplorer,#CulturalDay #TeenCuriosity,40.0,20.0,USA,114,17,2023,6,9,14,2023-06-09
Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger,started a blog about random thoughts and musings blogging is the new diary bloggerlife teenblogger,Curiosity,Twitter,2023-06-10 17:30:00,ThoughtfulBlogger,#BloggingJourney #TeenThoughts,60.0,30.0,Canada,102,15,2023,6,10,17,2023-06-10
Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon,relishing a peaceful afternoon with a classic novel quiet moments are the best moments booklover peacefulafternoon,Contentment,Instagram,2023-06-11 15:30:00,NovelEnthusiast,#QuietMoments #BookishEscape,70.0,35.0,USA,118,16,2023,6,11,15,2023-06-11
"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging",reflecting on a lifetime of memories each wrinkle tells a story embracing the beauty of aging lifereflections beautyinaging,Gratitude,Twitter,2023-06-12 18:00:00,WiseSoul,#AgingGracefully #Memories,55.0,28.0,UK,128,18,2023,6,12,18,2023-06-12
Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer,exploring the world of digital art its never too late to discover new passions digitalartistry latebloomer,Curiosity,Facebook,2023-06-13 14:45:00,ArtAdventurer,#ArtDiscovery #SeniorArtist,45.0,22.0,Canada,111,16,2023,6,13,14,2023-06-13
Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys,savoring the flavors of a homecooked meal simple joys are the heart of happiness homecooking simplejoys,Contentment,Instagram,2023-06-14 19:30:00,HomeChefSenior,#HappinessInFood #SeniorLife,50.0,25.0,USA,108,16,2023,6,14,19,2023-06-14
Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate,embarking on a journey of learning a new language the mind stays young with every new word languagelearning nevertoolate,Curiosity,Twitter,2023-06-15 12:15:00,LinguisticExplorer,#MindEnrichment #SeniorLearning,60.0,30.0,UK,124,19,2023,6,15,12,2023-06-15
"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies",attended a classical music concert feeling the timeless melodies resonate music transcends generations classicalmusic timelessmelodies,Joy,Facebook,2023-06-16 21:45:00,MusicConnoisseur,#MusicLover #SeniorConcert,35.0,18.0,Canada,139,15,2023,6,16,21,2023-06-16
Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer,capturing the beauty of nature through photography every snapshot is a treasure naturephotography seniorphotographer,Joy,Instagram,2023-06-17 15:00:00,PhotographySenior,#NatureCapture #SeniorMoments,70.0,35.0,USA,120,14,2023,6,17,15,2023-06-17
"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship",reconnecting with old friends over a cup of tea friendship the true essence of companionship oldfriends companionship,Contentment,Twitter,2023-06-18 11:30:00,TeaTimeSenior,#FriendshipGoals #SeniorBonding,55.0,28.0,UK,122,17,2023,6,18,11,2023-06-18
"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour",embarked on a road trip to revisit cherished places from the past nostalgia the ultimate travel companion roadtrip nostalgiatour,Joy,Facebook,2023-06-19 16:30:00,RoadTripSenior,#CherishedPlaces #SeniorTravel,45.0,22.0,Canada,133,19,2023,6,19,16,2023-06-19
"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging",joined a community choir harmonizing with fellow voices music creates bonds that withstand time communitychoir harmonyinaging,Joy,Instagram,2023-06-20 14:20:00,ChoirEnthusiast,#MusicHarmony #SeniorVoices,40.0,20.0,USA,130,16,2023,6,20,14,2023-06-20
"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind",exploring the art of meditation finding tranquility in the stillness of the mind meditationjourney tranquilmind,Contentment,Twitter,2023-06-21 19:00:00,MeditationSenior,#MindfulLiving #SeniorCalm,35.0,18.0,UK,115,15,2023,6,21,19,2023-06-21
"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty",taking a stroll in the garden appreciating the beauty of blooming flowers natures wonders never cease gardenwalk floralbeauty,Contentment,Facebook,2023-06-22 13:45:00,GardenEnthusiast,#NatureWonders #SeniorGarden,50.0,25.0,USA,131,18,2023,6,22,13,2023-06-22
"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers",sipping on a favorite vintage wine each sip telling a story of the years gone by cheers to a life welllived winelover vintagecheers,Contentment,Instagram,2023-06-23 18:45:00,WineConnoisseur,#LifeWellLived #SeniorWine,55.0,28.0,UK,137,23,2023,6,23,18,2023-06-23
"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry",participated in a community art class unleashing creativity in the golden years art has no age limit artclass seniorartistry,Joy,Twitter,2023-06-24 16:15:00,ArtisticSenior,#CreativityAtAnyAge #SeniorCreativity,45.0,22.0,Canada,129,19,2023,6,24,16,2023-06-24
"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories",embarking on a journey of writing a memoir documenting a lifetime of experiences every story matters memoirwriting seniorstories,Gratitude,Facebook,2023-06-25 20:30:00,MemoiristSenior,#LifetimeExperiences #SeniorMemoir,70.0,35.0,USA,133,18,2023,6,25,20,2023-06-25
"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning",attended a lecture on history always fascinated by the lessons from the past learning is a lifelong adventure historylecture seniorlearning,Curiosity,Instagram,2023-06-26 14:00:00,HistoryEnthusiast,#LifetimeAdventure #SeniorCuriosity,60.0,30.0,UK,144,20,2023,6,26,14,2023-06-26
"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking",rediscovered the joy of cooking traditional family recipes the kitchen a place of cherished memories familyrecipes seniorcooking,Contentment,Twitter,2023-06-27 17:45:00,FamilyChefSenior,#KitchenMemories #SeniorCulinary,40.0,20.0,USA,133,17,2023,6,27,17,2023-06-27
"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer",joined a nature photography club capturing the beauty of the great outdoors every click is a connection to nature naturephotography seniorphotographer,Joy,Facebook,2023-06-28 22:15:00,NaturePhotographySenior,#OutdoorBeauty #SeniorClicks,35.0,18.0,UK,155,21,2023,6,28,22,2023-06-28
"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic",attended a jazz concert and swayed to the rhythm of timeless tunes music a constant companion in the golden years jazzconcert seniormusic,Joy,Instagram,2023-06-29 16:30:00,JazzMusicLover,#TimelessTunes #SeniorJazz,50.0,25.0,USA,142,22,2023,6,29,16,2023-06-29
"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter",joined a writing group penning down thoughts and reflections writing a journey into the depths of the soul writinggroup seniorwriter,Gratitude,Twitter,2023-06-30 19:30:00,SeniorWordsmith,#SoulfulWriting #SeniorReflections,55.0,28.0,UK,138,20,2023,6,30,19,2023-06-30
"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer",embarked on a solo travel adventure discovering the beauty of new places at my own pace solotravel seniorexplorer,Excitement,Instagram,2023-07-01 14:00:00,SoloAdventurer,#DiscoverNewPlaces #SeniorTravel,60.0,30.0,USA,117,18,2023,7,1,14,2023-07-01
"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides",attended a vintage car show reminiscing about the classics that once ruled the roads nostalgia in every rev vintagecars classicrides,Joy,Facebook,2023-07-02 18:30:00,CarEnthusiastSenior,#RoadTripDownMemoryLane #SeniorCars,45.0,22.0,UK,137,20,2023,7,2,18,2023-07-02
"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener",started a community garden growing not just plants but friendships too green thumbs unite communitygarden seniorgardener,Joy,Twitter,2023-07-03 12:45:00,GreenThumbSenior,#GardenFriends #SeniorGreenThumb,55.0,28.0,Canada,125,16,2023,7,3,12,2023-07-03
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost",hosted a family dinner where laughter echoed louder than the clinking of utensils family the heart of happiness familydinner seniorhost,Contentment,Instagram,2023-07-04 17:00:00,FamilyHostSenior,#HeartwarmingMoments #SeniorFamily,70.0,35.0,USA,141,20,2023,7,4,17,2023-07-04
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer",enrolled in a dance class for seniors moving to the rhythm of life age is just a number on the dance floor danceclass seniordancer,Joy,Twitter,2023-07-05 20:15:00,DanceEnthusiastSenior,#DanceLife #SeniorMoves,35.0,18.0,UK,135,24,2023,7,5,20,2023-07-05
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover",visited an art gallery appreciating the brushstrokes that tell tales of creativity art an eternal companion artgallery seniorartlover,Joy,Facebook,2023-07-06 14:30:00,ArtGalleryVisitor,#CreativeExpressions #SeniorArt,50.0,25.0,USA,139,18,2023,7,6,14,2023-07-06
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders",started a book club for seniors where discussions are as lively as the characters in the novels bookclub seniorreaders,Joy,Instagram,2023-07-07 19:45:00,SeniorBookClub,#BookishTalks #SeniorBookworms,45.0,22.0,UK,122,19,2023,7,7,19,2023-07-07
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy",hosted a picnic in the park basking in the warmth of friendship and sunshine simple joys timeless memories parkpicnic seniorjoy,Contentment,Twitter,2023-07-08 16:00:00,SeniorPicnicHost,#FriendshipSunshine #SeniorMemories,60.0,30.0,Canada,133,20,2023,7,8,16,2023-07-08
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor",participated in a local theater production proving that the stage belongs to every age theaterproduction senioractor,Joy,Facebook,2023-07-09 22:30:00,SeniorActor,#StagePassion #SeniorTheater,40.0,20.0,USA,120,16,2023,7,9,22,2023-07-09
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker",embarked on a hiking adventure conquering trails and relishing the beauty of nature age is just a number on the mountaintop hikingadventure seniorhiker,Excitement,Instagram,2023-07-10 14:20:00,SeniorHikerExplorer,#NatureTrailBlazer #SeniorExplorer,55.0,28.0,UK,156,23,2023,7,10,14,2023-07-10
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer,hosted a photography exhibition featuring snapshots of a life welllived every photo has a story to tell photographyexhibition seniorphotographer,Gratitude,Twitter,2023-07-11 18:45:00,SeniorPhotographerExhibitor,#LifeInPictures #SeniorExhibition,45.0,22.0,Canada,149,19,2023,7,11,18,2023-07-11
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist",joined a seniors cycling club feeling the wind in my hair and the freedom of the open road cyclingclub seniorcyclist,Excitement,Facebook,2023-07-12 13:45:00,SeniorCyclingEnthusiast,#OpenRoadAdventures #SeniorCycling,50.0,25.0,USA,121,20,2023,7,12,13,2023-07-12
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover",attended a wine tasting event savoring the richness of flavors that age like fine wine cheers to the golden years winetasting seniorwinelover,Joy,Instagram,2023-07-13 20:00:00,SeniorWineConnoisseur,#AgedToPerfection #SeniorCheers,70.0,35.0,UK,146,22,2023,7,13,20,2023-07-13
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer",started learning ballroom dancing gliding gracefully across the dance floor ageless elegance in every step ballroomdancing seniordancer,Joy,Twitter,2023-07-14 16:15:00,SeniorBallroomDancer,#GracefulMoves #SeniorDance,40.0,20.0,USA,140,17,2023,7,14,16,2023-07-14
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist",organized a community painting event turning blank canvases into a masterpiece of shared creativity paintingevent seniorartist,Joy,Facebook,2023-07-15 19:30:00,SeniorPaintingOrganizer,#CommunityArt #SeniorCreativity,55.0,28.0,Canada,130,16,2023,7,15,19,2023-07-15
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing",hosted a memory lane evening with old friends reminiscing about the adventures that shaped our lives memorylane seniorreminiscing,Gratitude,Instagram,2023-07-16 14:00:00,SeniorMemoriesHost,#FriendshipAdventures #SeniorNostalgia,60.0,30.0,USA,135,18,2023,7,16,14,2023-07-16
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer",joined a seniors astronomy club stargazing and finding wonder in the vastness of the cosmos astronomyclub seniorstargazer,Curiosity,Twitter,2023-07-17 22:15:00,SeniorStargazer,#CelestialWonders #SeniorAstronomy,35.0,18.0,UK,126,17,2023,7,17,22,2023-07-17
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover",attended a local jazz festival tapping toes to the tunes that have stood the test of time music a lifelong love affair jazzfestival seniormusiclover,Joy,Facebook,2023-07-18 16:30:00,SeniorJazzFestivalGoer,#TimelessTunes #SeniorJazz,50.0,25.0,USA,154,24,2023,7,18,16,2023-07-18
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog",started a blog sharing the wisdom gained through the years proving that every day is a chance to learn and grow seniorwisdom blog,Gratitude,Instagram,2023-07-19 19:45:00,WisdomBloggerSenior,#LifeLessons #SeniorBlog,45.0,22.0,UK,133,23,2023,7,19,19,2023-07-19
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner",participated in a charity run proving that age is no barrier to supporting meaningful causes charityrun seniorrunner,Excitement,Twitter,2023-07-20 17:00:00,SeniorCharityRunner,#RunForACause #SeniorSupport,60.0,30.0,Canada,120,17,2023,7,20,17,2023-07-20
"Survived a challenging physics exam. Equations, you won't defeat me!",survived a challenging physics exam equations you wont defeat me,Relief,Instagram,2023-08-01 13:30:00,PhysicsWhizHighSchool,#PhysicsSurvivor #HighSchoolAdventures,40.0,20.0,USA,68,10,2023,8,1,13,2023-08-01
Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder,exploring the world of coding debugging is an adventure on its own codingjourney highschoolcoder,Excitement,Twitter,2023-08-02 14:45:00,CodeExplorerHighSchool,#CodingAdventure #HighSchoolCoderLife,50.0,25.0,UK,100,14,2023,8,2,14,2023-08-02
"Joined the school debate team. Words are my weapons, and I'm ready for battle!",joined the school debate team words are my weapons and im ready for battle,Excitement,Facebook,2023-08-03 12:15:00,DebateWarriorHighSchool,#DebateWarrior #HighSchoolDebater,35.0,18.0,Canada,78,14,2023,8,3,12,2023-08-03
"Started a photography club at school. Capturing moments, one snapshot at a time!",started a photography club at school capturing moments one snapshot at a time,Joy,Instagram,2023-08-04 16:30:00,PhotoClubHighSchool,#PhotographyClub #HighSchoolPhotographer,45.0,22.0,USA,80,13,2023,8,4,16,2023-08-04
"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making!",daydreaming about the upcoming prom the dress the dance its a fairytale in the making,Excitement,Twitter,2023-08-05 19:45:00,PromDreamerHighSchool,#PromDreams #HighSchoolFairytale,60.0,30.0,Canada,91,16,2023,8,5,19,2023-08-05
Convinced the teacher to have class outdoors. Learning equations with a side of fresh air!,convinced the teacher to have class outdoors learning equations with a side of fresh air,Positive,Facebook,2023-08-06 14:00:00,OutdoorClassHighSchool,#OutdoorClassroom #HighSchoolExplorer,55.0,28.0,USA,90,15,2023,8,6,14,2023-08-06
"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist",accidentally spilled paint in art class abstract art right artclassadventures highschoolartist,Embarrassed,Instagram,2023-08-07 19:45:00,PaintSpillHighSchool,#ArtisticMishaps #HighSchoolArt,45.0,22.0,UK,99,11,2023,8,7,19,2023-08-07
Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro!,trying to master the perfect kickflip on my skateboard skating into the weekend like a pro,Excitement,Twitter,2023-08-08 16:00:00,SkateProHighSchool,#SkaterLife #HighSchoolSkater,60.0,30.0,Canada,92,16,2023,8,8,16,2023-08-08
Bonding with friends over the latest K-pop sensation. Fangirling at its finest!,bonding with friends over the latest kpop sensation fangirling at its finest,Joy,Facebook,2023-08-09 22:30:00,KpopFangirlHighSchool,#KpopFangirl #HighSchoolMusic,40.0,20.0,USA,79,12,2023,8,9,22,2023-08-09
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard!,spent hours perfecting a chemistry experiment mixing potions like a wizard,Joy,Instagram,2023-08-10 14:20:00,ChemistryWizardHighSchool,#ChemistryWizard #HighSchoolScientist,55.0,28.0,UK,76,11,2023,8,10,14,2023-08-10
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved!,successfully organized a surprise birthday party for a friend party planning expert mode achieved,Joy,Twitter,2023-08-11 18:45:00,BirthdayPartyPlannerHighSchool,#BirthdayParty #HighSchoolCelebration,45.0,22.0,Canada,100,14,2023,8,11,18,2023-08-11
"Joined the drama club to unleash my inner actor. Lights, camera, action!",joined the drama club to unleash my inner actor lights camera action,Excitement,Facebook,2023-08-12 13:45:00,DramaClubStarHighSchool,#DramaClubStar #HighSchoolActor,50.0,25.0,USA,72,12,2023,8,12,13,2023-08-12
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure!,got my hands on the latest fantasy novel diving into realms of magic and adventure,Excitement,Instagram,2023-08-13 20:00:00,FantasyBookNerdHighSchool,#FantasyBookNerd #HighSchoolReader,70.0,35.0,UK,84,15,2023,8,13,20,2023-08-13
Mastering the art of the perfect doodle during boring classes. Doodles: A+!,mastering the art of the perfect doodle during boring classes doodles a,Joy,Twitter,2023-08-14 16:15:00,DoodleMasterHighSchool,#DoodleMaster #HighSchoolArt,40.0,20.0,USA,75,12,2023,8,14,16,2023-08-14
Attempting to break the school record for the longest handstand. Wish me luck!,attempting to break the school record for the longest handstand wish me luck,Excitement,Facebook,2023-08-15 19:30:00,HandstandChallengeHighSchool,#HandstandChallenge #HighSchoolAthlete,55.0,28.0,Canada,78,13,2023,8,15,19,2023-08-15
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill!,sneaking snacks into class like a pro the art of snacksmuggling is a sacred skill,Mischievous,Instagram,2023-08-16 14:00:00,SnackSmugglerHighSchool,#SnackSmuggler #HighSchoolSnacks,60.0,30.0,USA,84,15,2023,8,16,14,2023-08-16
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories!,hosting a sleepover with friends this weekend preparing for a night of laughter and memories,Excitement,Twitter,2023-08-17 22:15:00,SleepoverHostHighSchool,#SleepoverFun #HighSchoolMemories,35.0,18.0,UK,94,15,2023,8,17,22,2023-08-17
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed!",spent hours on a tiktok dance only to realize i have two left feet dance fail unleashed,Embarrassed,Facebook,2023-08-18 16:30:00,TikTokFailHighSchool,#DanceFail #HighSchoolTikTok,50.0,25.0,USA,91,17,2023,8,18,16,2023-08-18
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum!,accidentally liked my crushs old photo while stalking their profile awkward level maximum,Embarrassed,Instagram,2023-08-19 19:45:00,SocialMediaBlunderHighSchool,#SocialMediaBlunder #HighSchoolAwkward,45.0,22.0,UK,93,13,2023,8,19,19,2023-08-19
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent!,tried to impress my crush with a smooth conversation ended up spilling my drink smooth level nonexistent,Embarrassed,Twitter,2023-08-20 17:00:00,CrushFailHighSchool,#CrushFail #HighSchoolEmbarrassment,60.0,30.0,Canada,108,17,2023,8,20,17,2023-08-20
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights!,mastered the art of creating paper airplanes during lecture paper planes soaring to new heights,Joy,Instagram,2023-08-21 15:45:00,PaperPlaneExpertHighSchool,#PaperPlaneExpert #HighSchoolArt,30.0,15.0,USA,98,15,2023,8,21,15,2023-08-21
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill!,trying to set a new trend by juggling textbooks between classes academic juggling a unique skill,Excitement,Facebook,2023-08-22 12:30:00,JugglingProHighSchool,#TextbookJuggling #HighSchoolSkills,40.0,22.0,Canada,99,16,2023,8,22,12,2023-08-22
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated!,hiding a snack stash in my backpack for emergency cravings snack ninja mode activated,Mischievous,Twitter,2023-08-23 16:45:00,SnackNinjaHighSchool,#SnackNinja #HighSchoolSnacks,55.0,28.0,USA,88,14,2023,8,23,16,2023-08-23
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement!,planning a surprise scavenger hunt for friends anticipating the thrill and excitement,Excitement,Instagram,2023-08-24 18:20:00,ScavengerHuntMasterHighSchool,#SurpriseAdventure #HighSchoolFun,38.0,20.0,UK,87,12,2023,8,24,18,2023-08-24
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing!,danced in the rain to celebrate the end of exams rain dance unexpectedly refreshing,Joy,Facebook,2023-08-25 14:15:00,RainDanceCelebrationHighSchool,#RainDance #HighSchoolJoy,50.0,25.0,Canada,86,14,2023,8,25,14,2023-08-25
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment!,accidentally sent a text meant for a friend to the class group chat texting fail oops moment,Embarrassed,Twitter,2023-08-26 17:30:00,GroupChatBlunderHighSchool,#TextingFail #HighSchoolAwkward,35.0,18.0,USA,95,17,2023,8,26,17,2023-08-26
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go?,tried a magic trick to impress classmates magic fail where did that rabbit go,Embarrassed,Instagram,2023-08-27 20:45:00,MagicFailHighSchool,#MagicFail #HighSchoolMagic,45.0,22.0,UK,80,14,2023,8,27,20,2023-08-27
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+!,perfecting the art of creating origami during a dull lecture origami mastery a,Joy,Twitter,2023-08-28 16:00:00,OrigamiProHighSchool,#OrigamiMaster #HighSchoolArt,36.0,18.0,USA,82,13,2023,8,28,16,2023-08-28
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed!,attempting to set a new record for the most consecutive hacky sack kicks hacky sack skills unleashed,Excitement,Instagram,2023-08-29 13:45:00,HackySackChampionHighSchool,#HackySackChallenge #HighSchoolAthlete,48.0,26.0,Canada,103,17,2023,8,29,13,2023-08-29
Creating a secret handshake with friends. Friendship level: Expert!,creating a secret handshake with friends friendship level expert,Joy,Facebook,2023-08-30 17:30:00,SecretHandshakeHighSchool,#FriendshipGoals #HighSchoolMemories,40.0,20.0,USA,67,9,2023,8,30,17,2023-08-30
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty!,embarking on a mission to find the best burger joint in town burger connoisseur reporting for duty,Excitement,Twitter,2023-08-31 20:15:00,BurgerQuestHighSchool,#BurgerQuest #HighSchoolFoodie,42.0,24.0,UK,101,17,2023,8,31,20,2023-08-31
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making!,practicing a standup comedy routine for the upcoming talent show comedy gig in the making,Joy,Instagram,2023-09-01 14:45:00,ComedyGeniusHighSchool,#StandUpComedy #HighSchoolTalent,39.0,21.0,Canada,93,15,2023,9,1,14,2023-09-01
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment!,accidentally sent a love letter to the wrong person love note fail maximum embarrassment,Embarrassed,Facebook,2023-09-02 18:30:00,LoveLetterBlunderHighSchool,#LoveLetterFail #HighSchoolAwkward,33.0,17.0,USA,91,14,2023,9,2,18,2023-09-02
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated!,attempting to impress the teacher with an elaborate science experiment science geek mode activated,Excitement,Twitter,2023-09-03 22:00:00,ScienceExperimentProHighSchool,#ScienceGeek #HighSchoolExperiments,44.0,23.0,UK,101,14,2023,9,3,22,2023-09-03
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver!,crafting intricate friendship bracelets for the whole squad friendship level expert weaver,Joy,Instagram,2023-09-04 15:15:00,BraceletCraftsmanHighSchool,#FriendshipBracelets #HighSchoolCrafts,37.0,19.0,USA,93,12,2023,9,4,15,2023-09-04
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway!,attempting to beat the record for the most consecutive cartwheels cartwheel challenge underway,Excitement,Twitter,2023-09-05 12:30:00,CartwheelMasterHighSchool,#CartwheelChallenge #HighSchoolAthlete,52.0,27.0,Canada,97,13,2023,9,5,12,2023-09-05
Organizing a movie marathon with friends. Popcorn and cinematic adventures await!,organizing a movie marathon with friends popcorn and cinematic adventures await,Joy,Facebook,2023-09-06 16:45:00,MovieMarathonHostHighSchool,#MovieNight #HighSchoolMemories,43.0,22.0,UK,81,11,2023,9,6,16,2023-09-06
Experimenting with a new hair color. A bold change for a bold semester!,experimenting with a new hair color a bold change for a bold semester,Excitement,Instagram,2023-09-07 18:20:00,HairColorExperimentHighSchool,#HairExperiment #HighSchoolStyle,39.0,20.0,USA,71,13,2023,9,7,18,2023-09-07
Building a time capsule to capture memories for the future. Time-traveling emotions!,building a time capsule to capture memories for the future timetraveling emotions,Joy,Facebook,2023-09-08 14:15:00,TimeCapsuleCreatorHighSchool,#TimeCapsule #HighSchoolNostalgia,48.0,26.0,Canada,84,12,2023,9,8,14,2023-09-08
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start!,accidentally walked into the wrong classroom on the first day classroom mixup awkward start,Embarrassed,Twitter,2023-09-09 17:30:00,ClassroomBlunderHighSchool,#FirstDayOops #HighSchoolEmbarrassment,32.0,16.0,USA,95,14,2023,9,9,17,2023-09-09
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up!,trying out a new smoothie recipe for a healthy start to the week smoothie enthusiast level up,Excitement,Instagram,2023-09-10 20:45:00,SmoothieConnoisseurHighSchool,#HealthyLiving #HighSchoolWellness,42.0,23.0,UK,96,17,2023,9,10,20,2023-09-10
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments.,reflecting on the challenges of the school year feeling a bit overwhelmed with assignments,Sad,Twitter,2023-09-11 15:45:00,OverwhelmedHighSchoolStudent,#SchoolChallenges #HighSchoolStruggles,28.0,15.0,USA,92,14,2023,9,11,15,2023-09-11
Encountered some mean-spirited comments online. Dealing with online hate is never easy.,encountered some meanspirited comments online dealing with online hate is never easy,Hate,Instagram,2023-09-12 12:30:00,DealingWithHateHighSchool,#OnlineHate #HighSchoolReality,36.0,18.0,Canada,87,12,2023,9,12,12,2023-09-12
